(13.54054, 0.4332733)
(13.54933, 0.4332733)
(13.55428, 0.4332733)
(13.55592, 0.4332733)
(13.55368, 0.4332733)
(13.54761, 0.4332733)
(13.53769, 0.4332733)
(13.52461, 0.4332733)
(13.50776, 0.4332733)
(13.48737, 0.4332733)
(13.4632, 0.4332733)
(13.43509, 0.4332733)
(13.40396, 0.4332733)
(13.36897, 0.4332733)
(13.33018, 0.4332733)
(13.29069, 0.4332733)
(13.2511, 0.4332733)
(13.21151, 0.4332733)
(13.17191, 0.4332714)
(13.13231, 0.4332714)
(13.0927, 0.4332733)
(13.05311, 0.4332733)
(13.01366, 0.4332733)
(12.97437, 0.4332733)
(12.93507, 0.4332733)
(12.89592, 0.4332714)
(12.85677, 0.4332714)
(12.81762, 0.4332714)
(12.77863, 0.4332733)
(12.73963, 0.4332733)
(12.70062, 0.4332733)
(12.66162, 0.4332733)
(12.62262, 0.4332733)
(12.58362, 0.4332733)
(12.54461, 0.4332733)
(12.50561, 0.4332733)
(12.46661, 0.4332733)
(12.42761, 0.4332733)
(12.38861, 0.4332733)
(12.34934, 0.4324589)
(12.31034, 0.4324856)
(12.27134, 0.4325104)
(12.23234, 0.4325352)
(12.19334, 0.4325371)
(12.15437, 0.43256)
(12.11535, 0.4325829)
(12.05018, 0.4327221)
(11.97407, 0.4326763)
(11.86763, 0.3967018)
(11.78682, 0.3300495)
(11.74754, 0.2022038)
(11.76845, 0.07939529)
(11.80324, 0.04089928)
(11.83482, 0.02132797)
(11.86641, 0.005680084)
(11.89799, 0.00604248)
(11.92957, 0.01384163)
(11.96116, 0.01771736)
(11.99274, 0.01766968)
(12.02433, 0.01369667)
(12.05592, 0.005800247)
(12.0875, 0.006019592)
(12.11908, 0.02176476)
(12.15378, 0.02897835)
(12.19091, 0.0304203)
(12.2293, 0.03070831)
(12.26879, 0.03077507)
(12.30921, 0.03077888)
(12.34967, 0.03078079)
(12.39013, 0.03470612)
(12.52582, 0.03207397)
(12.66644, 0.03104019)
(12.81321, 0.03083229)
(12.96474, 0.03079033)
(13.12248, 0.0307827)
(13.25997, 0.03078079)
(13.36375, 0.03078079)
(13.47393, 0.03078079)
(13.63718, 0.03078079)
(13.82706, 0.03078079)
(14.01664, 0.03078079)
(14.20035, 0.03078079)
(14.23296, 0.03078079)
(14.26153, 0.03080177)
(14.33611, 0.03078461)
(14.39756, 0.03078079)
(14.48653, 0.03078079)
(14.66649, 0.03078079)
(14.90529, 0.03078079)
(15.12785, 0.03078079)
(15.35041, 0.03078079)
(15.57297, 0.03078079)
(15.79553, 0.03078079)
(16.01809, 0.03078079)
(16.24065, 0.03078079)
(16.46321, 0.03078079)
(16.68577, 0.03078079)
(16.90833, 0.03078079)
(17.13089, 0.03078079)
(17.35345, 0.03078079)
(17.57601, 0.03078079)
(17.79857, 0.03078079)
(18.02113, 0.03078079)
(18.24369, 0.03078079)
(18.46625, 0.03078079)
(18.68881, 0.03078079)
(18.91137, 0.03078079)
(19.13393, 0.03078079)
(19.35649, 0.03078079)
(19.57906, 0.03078079)
(19.80162, 0.03078079)
(20.02418, 0.03078079)
(20.24674, 0.03078079)
(20.4693, 0.03078079)
(20.69187, 0.03078079)
(20.82215, 0.03078079)
(20.94237, 0.03078079)
(21.04879, 0.03078079)
(21.14171, 0.03078079)
(21.22494, 0.03078079)
(21.29953, 0.03078079)
(21.36741, 0.03078079)
(21.34565, 0.03078079)
(21.33753, 0.03078079)
(21.32687, 0.03078079)
(21.31367, 0.03078079)
(21.29841, 0.03078079)
(21.27464, 0.03078079)
(21.23973, 0.03078079)
(21.1914, 0.03078079)
(21.12953, 0.03078079)
(21.057, 0.03078079)
(20.97643, 0.03078079)
(20.88788, 0.03078079)
(20.7896, 0.03078079)
(20.67822, 0.03078079)
(20.55312, 0.03078079)
(20.41691, 0.03078079)
(20.26717, 0.03078079)
(20.10741, 0.03078079)
(19.94207, 0.03078079)
(19.77119, 0.03078079)
(19.5948, 0.03078079)
(19.41288, 0.03078079)
(19.22538, 0.03078079)
(19.0322, 0.03078079)
(18.83355, 0.03078079)
(18.63041, 0.03078079)
(18.42177, 0.03078079)
(18.20684, 0.03078079)
(17.9874, 0.03078079)
(17.76484, 0.03078079)
(17.54229, 0.03078079)
(17.31973, 0.03078079)
(17.09718, 0.03078079)
(16.87462, 0.03078079)
(16.65207, 0.03078079)
(16.42952, 0.03078079)
(16.20697, 0.03078079)
(15.98627, 0.03078079)
(15.77261, 0.03078079)
(15.68397, 0.03082848)
(15.65546, 0.03079033)
(15.59408, 0.0307827)
(15.45205, 0.03078079)
(15.29125, 0.03078079)
(15.12957, 0.02792358)
(15.07607, 0.01994705)
(15.04225, 0.01995659)
(14.99603, 0.01996422)
(14.93178, 0.01997185)
(14.84314, 0.01997948)
(14.723, 0.01998711)
(14.57498, 0.01999474)
(14.43393, 0.02000237)
(14.32881, 0.02000999)
(14.23645, 0.02001572)
(14.17269, 0.02002335)
(14.14235, 0.0286293)
(14.12649, 0.03034973)
(14.12151, 0.03069496)
(14.06536, 0.03076363)
(14.02604, 0.03077698)
(13.99227, 0.03078079)
(13.96125, 0.0307827)
(13.93258, 0.03080177)
(13.9066, 0.03091621)
(13.88352, 0.02959824)
(13.8624, 0.02903175)
(13.84608, 0.02615166)
(13.82965, 0.02412224)
(13.8138, 0.02243614)
(13.79711, 0.02138519)
(13.78105, 0.02059746)
(13.76344, 0.02264595)
(13.7495, 0.02174187)
(13.73265, 0.02214813)
(13.71973, 0.02199173)
(13.7088, 0.0225563)
(13.70167, 0.02265739)
(13.6988, 0.02228165)
(13.69964, 0.02123833)
(13.72091, 0.02180862)
(13.75712, 0.02441025)
(13.80313, 0.02955627)
(13.85521, 0.03053665)
(13.91001, 0.0307312)
(13.96729, 0.03077126)
(14.02733, 0.03077888)
(14.09648, 0.03078079)
(14.17829, 0.03078079)
(14.19448, 0.03078079)
(14.18696, 0.03078079)
(14.20045, 0.03078079)
(14.24683, 0.03115654)
(14.32228, 0.03085518)
(14.4021, 0.03079605)
(14.51503, 0.03078461)
(14.6672, 0.03078079)
(14.83465, 0.03078079)
(15.00755, 0.03078079)
(15.18513, 0.03078079)
(15.36469, 0.03078079)
(15.54204, 0.03078079)
(15.71663, 0.03078079)
(15.88835, 0.03078079)
(16.05728, 0.03078079)
(16.2234, 0.03078079)
(16.38735, 0.03078079)
(16.47045, 0.03078079)
(16.54663, 0.03078079)
(16.61618, 0.03078079)
(16.67749, 0.03078079)
(16.73065, 0.03078079)
(16.77583, 0.03078079)
(16.81278, 0.03078079)
(16.84227, 0.03078079)
(16.86353, 0.03078079)
(16.86949, 0.03078079)
(16.86413, 0.03078079)
(16.85435, 0.03078079)
(16.84479, 0.03078079)
(16.86005, 0.03078079)
(16.83902, 0.03078079)
(16.81223, 0.03078079)
(16.78032, 0.03078079)
(16.70202, 0.03078079)
(16.62276, 0.03078079)
(16.52806, 0.03078079)
(16.38228, 0.03078079)
(16.20245, 0.03078079)
(16.02543, 0.03078079)
(15.84298, 0.03078079)
(15.73296, 0.03078079)
(15.65287, 0.03078079)
(15.55632, 0.03078079)
(15.43481, 0.03078079)
(15.31886, 0.03078079)
(15.20735, 0.03078079)
(15.10135, 0.03078079)
(15.00079, 0.03078079)
(14.90589, 0.03078079)
(14.81645, 0.03078079)
(14.73154, 0.03078079)
(14.65191, 0.03078079)
(14.57767, 0.03078079)
(14.50893, 0.03078079)
(14.44562, 0.03078079)
(14.38787, 0.03078079)
(14.33711, 0.03078079)
(14.29854, 0.03078079)
(14.27146, 0.03078079)
(14.25254, 0.03078079)
(14.24682, 0.03078079)
(14.2582, 0.03078079)
(14.29839, 0.03078079)
(14.27761, 0.03078079)
(14.26917, 0.03078079)
(14.26247, 0.03078079)
(14.25728, 0.03005219)
(14.25525, 0.02676201)
(14.25525, 0.02360916)
(14.25708, 0.02069473)
(14.26025, 0.01891899)
(14.26429, 0.01891899)
(14.27079, 0.01891899)
(14.38726, 0.01890564)
(14.34683, 0.0182991)
(14.34791, 0.0182991)
(14.36212, 0.0182991)
(14.38196, 0.01830292)
(14.40586, 0.01831055)
(14.43296, 0.01831818)
(14.46362, 0.01832581)
(14.49719, 0.01833344)
(14.53126, 0.01834106)
(14.56509, 0.01834869)
(14.59803, 0.01835632)
(14.63, 0.01836395)
(14.66097, 0.01837158)
(14.6909, 0.01837921)
(14.71977, 0.01838684)
(14.7477, 0.01839447)
(14.77476, 0.0184021)
(14.80133, 0.01840973)
(14.82781, 0.01841736)
(14.85428, 0.01842499)
(14.88074, 0.01843262)
(14.90719, 0.01844025)
(14.93365, 0.01844788)
(14.96011, 0.01845551)
(14.98656, 0.01846313)
(15.01302, 0.01847076)
(15.03961, 0.01847839)
(15.06675, 0.01848602)
(15.09483, 0.01849365)
(15.12389, 0.01850128)
(15.1539, 0.01850891)
(15.18495, 0.01851654)
(15.26781, 0.01852417)
(15.35471, 0.0185318)
(15.44411, 0.01853943)
(15.53571, 0.01854706)
(15.62938, 0.01859474)
(15.72503, 0.02091408)
(15.8229, 0.02880669)
(15.8695, 0.03038597)
(15.91331, 0.03070259)
(15.91405, 0.03076553)
(15.8868, 0.03077698)
(15.90015, 0.03078079)
(15.92665, 0.03078079)
(15.9555, 0.03078079)
(15.98019, 0.01882362)
(15.99765, 0.002000809)
(16.00275, 0.02062225)
(16.00799, 0.04273033)
(16.03367, 0.04242897)
(16.00332, 0.04726791)
(16.02966, 0.05226517)
(16.02875, 0.05917931)
(16.04807, 0.06181526)
(16.05672, 0.06373215)
(16.03568, 0.08571434)
(16.04294, 0.0833416)
(16.04656, 0.08547592)
(16.04679, 0.08790207)
(16.04534, 0.09017754)
(16.04247, 0.09489441)
(16.03645, 0.09689903)
(16.0297, 0.09921646)
(16.0839, 0.0993042)
(16.02209, 0.0993042)
(15.94767, 0.0993042)
(15.91607, 0.0993042)
(15.89197, 0.0993042)
(15.87301, 0.09930229)
(15.85656, 0.09930038)
(15.83995, 0.09929848)
(15.82331, 0.09929657)
(15.80667, 0.09929466)
(15.79278, 0.09929276)
(15.78114, 0.09929085)
(15.77217, 0.09928894)
(15.76588, 0.09928513)
(15.76221, 0.09928131)
(15.76115, 0.0992775)
(15.76245, 0.09918213)
(15.76639, 0.09906387)
(15.77335, 0.09892464)
(15.78246, 0.0987606)
(15.7944, 0.09857368)
(15.80906, 0.09836388)
(15.82639, 0.09813118)
(15.84584, 0.0978756)
(15.86797, 0.09759712)
(15.89281, 0.09729576)
(15.91956, 0.0969696)
(15.94607, 0.09661293)
(15.97963, 0.1018238)
(15.99636, 0.08362961)
(16.03254, 0.1108532)
(16.03295, 0.1101093)
(16.02848, 0.1185093)
(16.02103, 0.1281338)
(16.01237, 0.1395454)
(16.00341, 0.1524467)
(15.99382, 0.1658955)
(15.9854, 0.1797752)
(15.97623, 0.1921082)
(15.96836, 0.2029324)
(15.96047, 0.2105026)
(15.95286, 0.2139034)
(15.94639, 0.2139034)
(15.92708, 0.2139034)
(15.9074, 0.2139034)
(15.88454, 0.2139015)
(15.86001, 0.2138996)
(15.8327, 0.2138977)
(15.8027, 0.2138958)
(15.77064, 0.2138939)
(15.73547, 0.213892)
(15.69783, 0.2138901)
(15.65768, 0.2138577)
(15.58193, 0.2138538)
(15.49325, 0.21385)
(15.39771, 0.2138462)
(15.2972, 0.2138424)
(15.19149, 0.2138386)
(15.07993, 0.2138348)
(14.9631, 0.2137241)
(14.84308, 0.2135677)
(14.72347, 0.213377)
(14.60395, 0.2131557)
(14.48444, 0.2129021)
(14.36493, 0.2126179)
(14.35959, 0.2126331)
(14.27129, 0.2126617)
(14.25047, 0.2450562)
(14.25268, 0.2383747)
(14.25441, 0.2464123)
(14.25506, 0.255476)
(14.25525, 0.2647896)
(14.2553, 0.2741528)
(14.25531, 0.2835255)
(14.25532, 0.2929001)
(14.25479, 0.3027267)
(14.25382, 0.311615)
