(0.0, 0.0)
(0.0, -0.003923416)
(0.0, -0.01177216)
(0.0, -0.02354431)
(0.0, -0.03923988)
(0.0, -0.05886078)
(0.0, -0.08240509)
(0.0, -0.1098728)
(0.0, -0.141264)
(0.0, -0.1765804)
(0.0, -0.2158203)
(0.0, -0.2589836)
(0.0, -0.3060722)
(0.0, -0.3570843)
(0.0, -0.4120197)
(0.0, -0.4708805)
(1.729911, 0.440794)
(3.650523, 0.4347763)
(1.729911, 0.4335747)
(1.000232, 0.4333305)
(2.501268, 0.4332809)
(1.811715, 0.4332752)
(2.987959, 0.4332714)
(0.00332, 0.4332714)
(0.009191087, 0.4332714)
(0.02340172, 0.4332714)
(0.03760962, 0.4332714)
(0.05352524, 0.4332714)
(0.06943592, 0.4332714)
(0.0852979, 0.4332714)
(0.1011154, 0.4332714)
(0.116936, 0.4332714)
(0.132657, 0.4332714)
(0.1483242, 0.4332714)
(0.1639915, 0.4332714)
(0.1581012, 0.4332714)
(0.1404561, 0.4332714)
(0.1091995, 0.4332714)
(0.06391304, 0.4332714)
(0.008077502, 0.4332714)
(0.04474901, 0.4332714)
(0.09469172, 0.4332714)
(0.1215918, 0.4332714)
(0.1454863, 0.4332714)
(0.1659547, 0.4332714)
(0.183798, 0.4332714)
(0.1983711, 0.4332714)
(0.2034433, 0.4332714)
(0.20851, 0.4332714)
(0.2135493, 0.4332714)
(0.2330942, 0.4332714)
(0.3262852, 0.4332714)
(0.4362672, 0.4332714)
(0.5575789, 0.4332714)
(0.6885825, 0.4332714)
(0.8287435, 0.4332714)
(0.9788251, 0.4332714)
(1.090664, 0.4332714)
(1.197724, 0.4332714)
(1.299335, 0.4332714)
(1.396009, 0.4332714)
(1.487282, 0.4332714)
(1.573091, 0.4332714)
(1.652205, 0.4332714)
(1.726577, 0.4332714)
(1.795844, 0.4332714)
(1.866281, 0.4332714)
(1.937827, 0.4332714)
(2.009984, 0.4332714)
(2.082656, 0.4332714)
(2.155652, 0.4332714)
(2.228922, 0.4332714)
(2.302186, 0.4332714)
(2.375468, 0.4332714)
(2.448748, 0.4332714)
(2.522027, 0.4332714)
(2.595297, 0.4332714)
(2.668571, 0.4332714)
(2.741844, 0.4332714)
(2.815126, 0.4332714)
(2.888408, 0.4332714)
(2.961672, 0.4332714)
(3.034958, 0.4332714)
(3.10638, 0.4332714)
(3.169561, 0.4332714)
(3.226422, 0.4332714)
(3.275795, 0.4332714)
(3.317439, 0.4332714)
(3.35278, 0.4332714)
(3.382776, 0.4332714)
(3.399204, 0.3771954)
(3.406019, 0.3250427)
(3.402852, 0.2768154)
(3.387418, 0.2325115)
(3.363278, 0.192131)
(3.326653, 0.1556759)
(3.279137, 0.1231441)
(3.218078, 0.09453583)
(3.131114, 0.06985092)
(3.037275, 0.04909134)
(2.934791, 0.03225517)
(2.823831, 0.01934242)
(2.70499, 0.010355)
(2.577293, 0.005290985)
(2.442044, 0.004150391)
(2.297844, 0.00693512)
(2.144764, 0.01364326)
(1.984358, 0.02427483)
(1.81516, 0.03883171)
(1.638838, 0.05731201)
(1.453865, 0.07971573)
(1.259924, 0.1060429)
(1.057812, 0.1362953)
(0.8453646, 0.1704712)
(0.6299615, 0.2085705)
(0.4167986, 0.2505951)
(0.2104092, 0.194519)
(0.01006746, 0.1423664)
(0.1460843, 0.0941391)
(0.3033986, 0.04983521)
(0.4637442, 0.009454727)
(0.6257942, 0.02700043)
(0.7903998, 0.05953217)
(0.9576731, 0.08814049)
(1.12738, 0.1128254)
(1.300201, 0.133585)
(1.475576, 0.1504211)
(1.65469, 0.1633339)
(1.837061, 0.1723213)
(2.024198, 0.1773853)
(2.216254, 0.1785259)
(2.415236, 0.1757412)
(2.612083, 0.1690331)
(2.807035, 0.1584015)
(2.997205, 0.1438446)
(3.182238, 0.1253643)
(3.309275, 0.1029606)
(3.423776, 0.07663345)
(3.528022, 0.046381)
(3.619623, 0.01220512)
(3.704771, 0.02589417)
(3.790728, 0.06791878)
(3.880942, 0.1138668)
(3.971867, 0.1637383)
(4.061337, 0.217535)
(4.146833, 0.2752552)
(4.224403, 0.3368988)
(4.30217, 0.4024677)
(4.382637, 0.3463917)
(4.466173, 0.294239)
(4.553472, 0.2460117)
(4.649244, 0.2017078)
(4.753821, 0.1613274)
(4.858398, 0.1248722)
(4.962975, 0.09234047)
(5.067552, 0.06373215)
(5.172129, 0.03904724)
(5.276705, 0.01828766)
(5.381282, 0.001451492)
(5.485859, 0.01146126)
(5.590436, 0.02044868)
(5.695013, 0.0255127)
(5.804822, 0.02665329)
(5.923795, 0.02386856)
(6.051824, 0.01716042)
(6.188855, 0.006528854)
(6.334932, 0.00802803)
(6.490072, 0.02650833)
(6.654276, 0.04891205)
(6.829319, 0.07523918)
(7.013551, 0.1054916)
(7.205307, 0.1396675)
(7.407247, 0.1777668)
(7.613798, 0.2197914)
(7.821305, 0.2657394)
(8.029747, 0.3156109)
(8.238946, 0.3694077)
(8.448297, 0.4271278)
(8.657621, 0.4320412)
(8.867143, 0.4330235)
(9.076655, 0.4332218)
(9.286185, 0.4332619)
(9.495702, 0.4332676)
(9.705206, 0.4332714)
(9.914727, 0.4332714)
(10.12423, 0.4332714)
(10.33388, 0.4332714)
(10.54397, 0.4332714)
(10.75434, 0.4332714)
(10.96559, 0.4332714)
(11.17769, 0.4332714)
(11.39189, 0.4332714)
(11.60805, 0.4332714)
(11.82796, 0.4332714)
(12.04943, 0.4332714)
(12.27228, 0.4332714)
(12.49656, 0.4332714)
(12.72169, 0.4332714)
(12.94786, 0.4332714)
(13.17392, 0.4332714)
(13.3987, 0.4332714)
(13.62021, 0.4332714)
(13.83897, 0.4332714)
(14.05477, 0.4332714)
(14.26517, 0.4332714)
(14.4727, 0.4332714)
(14.67694, 0.4332714)
(14.87998, 0.4332714)
(15.08159, 0.4332714)
(15.2825, 0.4332714)
(15.4821, 0.4332714)
(15.68097, 0.4332714)
(15.87789, 0.4332714)
(16.07307, 0.4332714)
(16.2641, 0.4332714)
(16.45234, 0.4332714)
(16.63588, 0.4332714)
(16.81518, 0.4332714)
(16.99076, 0.4332714)
(17.16257, 0.4332714)
(17.33179, 0.4332714)
(17.50021, 0.4332714)
(17.6684, 0.4332714)
(17.83656, 0.4332714)
(18.0047, 0.4332714)
(18.17286, 0.4332714)
(18.34104, 0.4332714)
(18.50922, 0.4332714)
(18.67738, 0.4332714)
(18.84551, 0.4332714)
(19.01369, 0.4332714)
(19.18184, 0.4332714)
(19.35002, 0.4332714)
(19.5182, 0.4332714)
(19.68636, 0.4332714)
(19.85453, 0.4332714)
(20.0227, 0.4332714)
(20.19086, 0.4332714)
(20.35901, 0.4332714)
(20.52718, 0.4332714)
(20.69532, 0.4332714)
(20.86348, 0.4332714)
(21.03163, 0.4332714)
(21.19979, 0.4332714)
(21.36794, 0.4332714)
(21.53609, 0.4332714)
(21.70426, 0.4332714)
(21.87242, 0.4332714)
(22.0406, 0.4332714)
(22.20876, 0.4332714)
(22.37694, 0.4332714)
(22.54512, 0.4332714)
(22.71324, 0.4332714)
(22.8814, 0.4332714)
(23.04956, 0.4332714)
(23.21305, 0.4332714)
(23.36909, 0.4332714)
(23.51409, 0.4332714)
(23.64993, 0.4332714)
(23.77654, 0.4332714)
(23.89389, 0.4332714)
(24.00125, 0.4332714)
(24.0987, 0.4332714)
(24.18706, 0.4332714)
(24.26613, 0.4332714)
(24.33597, 0.4332714)
(24.39482, 0.4332714)
(24.44462, 0.4332714)
(24.48533, 0.4332714)
(24.51702, 0.4332714)
(24.53755, 0.4332714)
(24.54912, 0.4332714)
(24.55753, 0.4332714)
(24.56375, 0.4332714)
(24.56176, 0.4332714)
(24.5505, 0.4332714)
(24.52809, 0.4332714)
(24.49639, 0.4332714)
(24.4546, 0.4332714)
(24.40495, 0.4332714)
(24.34692, 0.4332714)
(24.27938, 0.4332714)
(24.20257, 0.4332714)
(24.11563, 0.4332714)
(24.02077, 0.4332714)
(23.90444, 0.4332714)
(23.77715, 0.4332714)
(23.63881, 0.4332714)
(23.48892, 0.4332714)
(23.32729, 0.4332714)
(23.15958, 0.4332714)
(22.9889, 0.4332714)
(22.81346, 0.4332714)
(22.63414, 0.4332714)
(22.45037, 0.4332714)
(22.26182, 0.4332714)
(22.0712, 0.4332714)
(21.87721, 0.4332714)
(21.682, 0.4332714)
(21.48393, 0.4332714)
(21.28193, 0.4332714)
(21.07263, 0.4332714)
(21.00566, 0.4338341)
(20.95221, 0.4338169)
(20.90133, 0.4337997)
(20.85102, 0.4337845)
(20.80078, 0.4337692)
(20.7506, 0.433754)
(20.70042, 0.4337406)
(20.65025, 0.4337254)
(20.60008, 0.4337101)
(20.5499, 0.4336967)
(20.49959, 0.4336834)
(20.44913, 0.4336681)
(20.39857, 0.4336567)
(20.34785, 0.4336452)
(20.2969, 0.4336319)
(20.24565, 0.4336205)
(20.19364, 0.4336109)
(20.1406, 0.4335995)
(20.08704, 0.433588)
(20.03292, 0.4335785)
(19.97981, 0.433567)
(19.92441, 0.4335594)
(19.86826, 0.4335499)
(19.81156, 0.4335403)
(19.75435, 0.4335327)
(19.69688, 0.4335251)
(19.63883, 0.4335155)
(19.58028, 0.433506)
(19.52122, 0.4334965)
(19.46135, 0.4334888)
(19.40051, 0.4334831)
(19.33903, 0.4334774)
(19.27686, 0.4334717)
(19.21395, 0.433466)
(19.15034, 0.433466)
(19.08585, 0.4334602)
(19.02039, 0.4334564)
(18.95375, 0.4334526)
(18.88614, 0.433445)
(18.81794, 0.4334393)
(18.74902, 0.4334316)
(18.67943, 0.4334259)
(18.60937, 0.4334221)
(18.45937, 0.4334164)
(18.39497, 0.4334106)
(18.32837, 0.4334068)
(18.26376, 0.4334011)
(18.20256, 0.4333992)
(18.14493, 0.4333935)
(18.09035, 0.4333916)
(18.0394, 0.4333858)
(17.99133, 0.433382)
(17.94711, 0.4333782)
(17.90639, 0.4333744)
(17.86847, 0.4333706)
(17.83338, 0.4333668)
(17.80204, 0.4333649)
(17.77463, 0.433363)
(17.75027, 0.4333591)
(17.72915, 0.4333572)
(17.71185, 0.4333553)
(17.6977, 0.4333534)
(17.68362, 0.4333496)
(17.66936, 0.4333496)
(17.6549, 0.4333477)
(17.64029, 0.4333458)
(17.62134, 0.433342)
(17.59904, 0.433342)
(17.57262, 0.4333401)
(17.54216, 0.4333363)
(17.50767, 0.4333363)
(17.46943, 0.4333344)
(17.42759, 0.4333305)
(17.38168, 0.4333267)
(17.33221, 0.4333248)
(17.27887, 0.4333229)
(17.22154, 0.4333191)
(17.09133, 0.4333191)
(16.95932, 0.4333172)
(16.82106, 0.4333153)
(16.6254, 0.4333134)
(16.40938, 0.4329796)
(16.20214, 0.4332123)
(16.00121, 0.4332619)
(15.88127, 0.4332676)
(15.76763, 0.4332714)
(15.66043, 0.4332714)
(15.55949, 0.4332714)
(15.46543, 0.4332714)
(15.37692, 0.4332714)
(15.29537, 0.4332714)
(15.22, 0.4332714)
(15.15042, 0.4332714)
(15.08655, 0.4332714)
(15.02937, 0.4332714)
(14.97808, 0.4332714)
(14.89443, 0.4332695)
(14.79252, 0.4332695)
(14.68603, 0.4332695)
(14.57699, 0.4332695)
(14.46861, 0.4332714)
(14.36127, 0.4332695)
(14.25525, 0.4332695)
(14.15121, 0.4332676)
(14.04791, 0.4332676)
(13.94598, 0.4332676)
(13.8455, 0.4332676)
(13.74629, 0.4332676)
(13.6487, 0.4332676)
(13.54673, 0.4332714)
(13.43922, 0.4332714)
(13.3307, 0.4332714)
(13.22622, 0.4332714)
(13.12854, 0.4332714)
(13.03637, 0.4332714)
(12.95068, 0.4332714)
(12.87036, 0.4332714)
(12.79206, 0.4270325)
(12.73148, 0.3454819)
(12.66457, 0.2513618)
(12.60277, 0.2111797)
(12.53378, 0.1906796)
(12.46315, 0.153244)
(12.40206, 0.1110153)
(12.3558, 0.07091331)
(12.32349, 0.04253197)
(12.29742, 0.03314018)
(12.27058, 0.03125381)
(12.24342, 0.03087616)
(12.21624, 0.03079987)
(12.18867, 0.03078461)
(12.1607, 0.03078079)
(12.13235, 0.03078079)
(12.1036, 0.03078079)
(12.07446, 0.03078079)
(12.04532, 0.03078079)
(12.02212, 0.03078079)
(12.00688, 0.03078079)
(11.99804, 0.03078079)
(11.99817, 0.03078079)
(12.00518, 0.03078079)
(11.93983, 0.03078079)
(11.86533, 0.03131104)
(11.78766, 0.03131104)
(11.75398, 0.03131104)
(11.78325, 0.03131104)
(11.83334, 0.04657364)
(11.88434, 0.06576157)
(11.92854, 0.08887291)
(11.96532, 0.1159077)
(11.99309, 0.1468678)
(12.01358, 0.1817513)
(12.02529, 0.2205582)
(12.03068, 0.2632885)
(12.02798, 0.3099442)
(12.01699, 0.3605232)
(11.99787, 0.4150257)
(11.97206, 0.4296227)
(11.93804, 0.4325409)
(11.90381, 0.4331264)
(11.86958, 0.4332428)
(11.83536, 0.4332676)
(11.80074, 0.4332714)
(11.76572, 0.4332714)
(11.73032, 0.4332714)
(11.69492, 0.4332714)
(11.6595, 0.4332714)
(11.62411, 0.4332714)
(11.5887, 0.4332714)
(11.55329, 0.4332714)
(11.52167, 0.4332714)
(11.49799, 0.4332714)
(11.48222, 0.4332714)
(11.47435, 0.4332714)
(11.47453, 0.4332714)
(11.48272, 0.4332714)
(11.4992, 0.4332714)
(11.52198, 0.4332714)
(11.55269, 0.4332714)
(11.59166, 0.4332714)
(11.63863, 0.4332714)
(11.69366, 0.4332714)
(11.75714, 0.4332714)
(11.82721, 0.4332714)
(11.90538, 0.4332714)
(11.994, 0.4332714)
(12.08759, 0.4332714)
(12.1855, 0.4332714)
(12.28957, 0.4332714)
(12.39538, 0.4332714)
(12.50342, 0.4332714)
(12.61378, 0.4332714)
(12.6535, 0.4332714)
(12.69535, 0.4332714)
(12.72851, 0.4332714)
(12.74777, 0.4332714)
(12.75296, 0.4332714)
(12.74679, 0.4332714)
(12.72677, 0.4332714)
(12.69287, 0.4332714)
(12.64495, 0.4332714)
(12.59039, 0.4332714)
(12.531, 0.4332714)
(12.46523, 0.4332714)
(12.39447, 0.4332714)
(12.31814, 0.4332714)
(12.23927, 0.4332714)
(12.16218, 0.4332714)
(12.08726, 0.4332714)
(12.01964, 0.4332714)
(11.96021, 0.4332714)
(11.90878, 0.4332714)
(11.86398, 0.4332714)
(11.82713, 0.4332714)
(11.79813, 0.4332714)
(11.77729, 0.4332714)
(11.76434, 0.4332714)
(11.75935, 0.4332714)
(11.76244, 0.4332714)
(11.7725, 0.4332714)
(11.7905, 0.4332714)
(11.81656, 0.4332714)
(11.85047, 0.4332714)
(11.88588, 0.4332714)
(11.92128, 0.4332714)
(11.95669, 0.4332714)
(11.99208, 0.4332714)
(12.02746, 0.4332714)
(12.06287, 0.4332714)
(12.10097, 0.4332714)
(12.14477, 0.4332714)
(12.19407, 0.4332714)
(12.24908, 0.4332714)
(12.30999, 0.4332714)
(12.37675, 0.4332714)
(12.44817, 0.4332714)
(12.52545, 0.4332714)
(12.60866, 0.4332714)
(12.69769, 0.4332714)
(12.79217, 0.4332714)
(12.89266, 0.4332714)
(12.94547, 0.4332714)
(12.97369, 0.4332733)
(12.98997, 0.4332733)
(13.00715, 0.4332733)
(13.02755, 0.4332733)
(13.04846, 0.4332733)
(13.06941, 0.4332733)
(13.09035, 0.4332733)
(13.1113, 0.4332733)
(13.13225, 0.4332733)
(13.1532, 0.4332733)
(13.17414, 0.4332733)
(13.19509, 0.4332733)
(13.21604, 0.4332733)
(13.23698, 0.4332733)
(13.25793, 0.4332733)
(13.27888, 0.4332733)
(13.29992, 0.4332733)
(13.32107, 0.4332733)
(13.34226, 0.4332733)
(13.36355, 0.4332733)
(13.38495, 0.4332733)
(13.40634, 0.4332733)
(13.42774, 0.4332733)
(13.44913, 0.4332733)
(13.47053, 0.4332733)
(13.49193, 0.4332733)
(13.51154, 0.4332733)
(13.52792, 0.4332733)
